Target,Tissue,growth_system,sampling_time,ABI1,ACHT5,AHK2,AOS,ARF19,AtD14 (Dwarf 14),ATERF-4,AtPAL2,CAB2,CCA1,CHS_p1,CIPK8,COP1,COR15a,CRF5,CRF6,CYP38,CYP710A1,CYP79F1,DBE,DFR,DIM,DWF4,ELIP,EMF1,EPS1,ERD10,ERD7,ETR2,FAF2 ,FEI1,FER,FIT1,FLA10,FLS1_p1,FLS2,GLK2,GST6,HY5,IAA2,IRT1,JIN1,LBD16,LHY,LPR1,MAX2,MIZ1,NHO1,NiR,NRT1,OST1,PAP1,PCK1,PDR2,PGI1,PHO2,PHOT2,PHR1,PHYA,PIF4,rbcS1A,RD29A,RRG,RUS1,SHR,SPA1,SRO5,SS1,STOP1,SUR1,TAA1,TCH1,UVR8,XTH17,XTH22,ZAT12
P_D_R_2,root,pot,day,1.404725862,1.711311977,1.526056632,4.218544152,4.447369362,4.294606702,3.273009287,0.290155002,8.973453412,4.327066167,7.738463002,2.385132797,5.210186992,8.365313442,3.493605617,4.562095932,5.982219227,3.605344972,8.183090692,7.068792992,13.88377525,0.668736062,3.396117932,10.39885706,5.304380592,6.668432547,4.310067937,1.271795232,3.136119077,8.595412577,1.182261517,1.378999032,-1.558400738,3.126126547,6.782911812,8.656139207,5.767110337,-3.049963848,2.858651687,2.694850762,-0.707216368,-0.237051373,6.712078732,0.467142627,5.885109052,5.913142647,3.853820382,2.917418302,-0.748450403,-2.813877028,6.414393107,7.053117642,1.907744692,2.813192252,-2.612957708,3.297469422,6.359844227,8.864484467,1.960306177,8.687697822,7.728744172,6.571554597,3.971432372,5.119323942,3.160054992,6.892356767,3.900191842,4.935958162,1.776110557,1.842835022,4.393178182,0.472411527,2.919874087,0.126844487,2.143887927,1.760959642
P_D_R_3,root,pot,day,1.396301198,1.673432693,1.644049258,3.857085223,3.950835393,3.561162848,3.036006148,-0.189018352,11.50112499,3.325719053,10.67893469,2.013706868,5.654082998,11.43099907,3.374438238,4.599088608,5.394554818,4.021147733,9.248282723,6.181991483,9.343452208,0.223984078,3.460880638,13.46454269,4.539937543,6.375357308,4.343410873,0.745810998,2.708978153,8.468560438,1.063137123,0.735533518,-1.686488137,3.392813938,6.513824948,8.763932963,5.194254898,-2.941683666,2.851272618,2.440770268,-1.610907677,0.106354538,6.532833993,0.490467058,6.481512123,5.716693323,3.268477353,2.752479473,-1.480667952,-3.096638911,5.564411713,10.0684633,1.581143488,2.464245748,-2.301465762,2.797994188,5.754025383,6.897423263,1.773204813,11.75338345,6.125849128,6.633396468,3.587579553,5.164485173,3.004371678,6.239622608,4.397050733,4.760333188,1.276892613,1.657298013,4.193832758,0.206463738,2.440582688,-0.602998917,1.848816753,2.227126498
P_N_R_1,root,pot,night,0.934706471,1.543590586,1.322480281,3.110887726,3.874447686,3.500511631,2.706510191,-1.016844134,10.77912115,6.831137016,8.185242141,1.940937471,5.012437306,8.812092581,3.478417116,4.636556956,5.205897561,3.544665536,7.525091836,5.237700156,14.33055439,-0.014051474,3.168409656,10.8456362,5.257724646,6.241051981,4.345939916,0.603081146,2.424077291,8.726937121,1.067681886,0.771125136,-1.785342229,2.705662961,8.197013771,9.365617716,5.188521881,-3.625788274,2.240857571,1.936621806,-2.865008594,-0.424727699,5.805207491,2.150907421,6.047208096,5.671109906,2.443981756,2.740465066,-1.125519884,-2.743920509,5.916402141,7.499896781,1.683648911,2.564214726,-2.657345474,3.171629391,6.404223736,7.364617166,1.854942171,8.242315921,6.872931521,7.432503351,3.512162206,4.855820246,2.695549381,7.569047431,2.815951571,4.715258961,1.378001556,1.472606321,3.319033621,-0.113182399,2.705938321,-0.341033529,1.772298321,1.284898981
P_N_R_2,root,pot,night,0.938472833,1.762830878,1.410613103,3.626878293,3.744803728,4.050490263,2.825912978,-0.551615367,10.33465501,5.873836623,7.740776003,2.651985538,4.809596148,8.367626443,4.066736978,5.762549603,5.730476138,4.832175948,9.091089988,6.236026728,13.88608825,0.249131228,3.756022373,10.40117006,5.206343088,6.813797963,4.100136913,0.779041818,2.404615253,8.321001698,1.044785188,1.418239788,-1.640097712,2.190204093,8.070378943,8.851449253,5.546461998,-3.230664847,2.375789648,1.724810963,-2.045282502,-0.234574657,6.119392028,2.070535568,6.952769833,5.854961328,3.009102008,2.756782748,-0.287267777,-2.404188562,5.739873823,7.055430643,1.526419788,2.429808588,-2.625931712,3.166657053,6.706190668,8.063120863,1.745956993,8.690010823,7.731057173,8.124028633,2.893468823,5.720594958,3.212840488,6.980675663,3.232719678,4.459329283,1.649766533,1.623591968,3.210208743,0.231781208,3.050407938,0.642517978,2.157881673,1.433703508
P_N_R_3,root,pot,night,1.247427019,1.788196554,1.030096974,2.893674604,3.873499944,3.383164804,2.690432029,-0.924691521,11.15767199,5.638577529,8.391179304,2.077302509,4.717940004,9.190643424,3.137492324,4.498954269,5.021279234,3.898911104,7.897119824,7.432825409,14.70910523,0.519918064,3.119374749,11.22418704,5.378375084,6.320418584,4.329883784,0.654906699,2.907326349,8.713047134,1.019439519,0.914119209,-2.105971772,2.733120879,6.210560569,9.601251034,5.545053144,-3.378663567,2.399292599,1.996140274,-2.392505912,-0.546048531,7.114073709,2.252798939,7.838335359,5.392873084,2.557885659,2.946893679,-1.480445352,-3.280108632,5.667747859,7.878447624,1.467608014,2.438760994,-2.517359382,3.377540514,5.862022024,11.21858536,1.910675484,9.513027804,8.492365754,8.947045614,3.226940959,4.979387194,2.803991689,6.807713239,2.663874304,5.310113369,1.729986519,1.809833129,3.623860774,-0.187709871,2.644561994,-0.027604446,1.206153424,0.975056879
R_D_R_1,root,rhizotron,day,1.055076616,1.486233516,1.724410241,4.296979661,4.749204711,3.217090886,2.857397416,0.022432001,9.500236441,5.209692236,6.906357431,2.510104976,4.142976691,7.533207871,3.659190061,5.038780161,6.097820686,3.391094441,9.904349316,5.414871656,13.05166968,0.172031286,2.852128446,9.566751491,6.032671056,5.364930471,4.147859911,0.873013856,6.942649786,9.148349221,1.304860186,1.114952466,-1.532979494,3.058130211,6.523849611,9.474352821,5.709456051,-3.499692804,1.947365201,2.506484101,-0.470486894,-0.776984054,8.428148471,0.124369526,5.993147551,5.355331586,3.085485906,2.559880791,-1.168551389,-3.116854679,5.994127266,6.221012071,2.186085901,2.547919851,-2.745893529,3.336789126,5.177182971,5.520460191,1.796045516,7.855592251,6.891963386,7.160016776,3.481000721,4.665010671,2.875506156,4.294012951,5.781796296,4.723952541,1.671070206,1.651234926,3.802970846,0.067394406,2.898745971,-0.271860094,1.810183526,1.469392981
R_D_R_2,root,rhizotron,day,1.128606408,1.551045483,1.347990068,4.205098903,4.214749113,2.959151023,3.150024743,0.103092432,8.246520528,3.831259853,6.443528188,2.185864043,4.219200403,7.712306733,3.536535368,5.648451728,6.295717533,2.433857548,10.12727043,6.799720053,5.599492178,0.232820592,3.682451643,6.575585573,4.540764268,6.262305703,4.613004333,0.910985237,6.252638423,9.327448083,1.323166223,1.398602963,-1.078497123,2.798572433,7.599552228,9.653451683,4.429977858,-3.616713403,2.242428578,2.731911743,-0.266380063,-0.539608013,9.370427953,0.138532597,5.866335748,6.275278673,3.140244943,2.308857768,-1.025869678,-2.984689763,5.991787488,6.400110933,1.973337018,2.817808233,-2.523735963,4.111071493,5.112441553,8.180390978,2.334609798,8.034691113,5.938040173,4.962325153,3.606176443,5.009351978,3.232370528,3.628751938,5.634990793,4.455690488,1.825224163,2.091198473,3.878105338,0.592793928,2.639537363,-0.102058478,2.572293773,1.257884188
R_D_R_3,root,rhizotron,day,0.634042482,1.228591887,1.780227662,3.875991507,3.696856407,3.082341637,2.794753782,-0.332420993,13.72003953,2.773783612,10.97315535,1.502809052,5.266399902,11.75301096,3.686535502,4.038971767,5.208003777,2.037060182,9.962053772,5.825073777,17.27147277,0.099282582,3.378492202,11.90501811,4.049333562,5.396737292,4.523606887,0.278123512,5.254047057,9.190687657,0.929656967,0.106567147,-1.033877108,3.064304382,6.162577112,9.194193477,3.894096077,-3.300562245,2.634794622,2.276400702,0.207192652,-0.363675388,6.397445427,0.178291827,6.003265342,5.308445442,2.322829412,2.269635537,-1.847070593,-3.343986158,5.366908312,10.44081516,2.140493802,2.374172742,-1.902355025,2.292566282,5.019410227,6.656529982,1.608309107,11.05717611,8.407473847,6.554688852,3.685081827,4.692933252,3.226621517,3.575450162,5.469812497,4.828045767,0.867959887,1.858255542,4.907954887,0.165798292,2.035254002,-0.858687008,2.349602162,1.220285657
R_N_R_1,root,rhizotron,night,0.691463821,1.449705021,1.516767801,3.741310411,3.843243406,3.474714731,2.875332666,-0.903950004,9.412547386,6.338734271,6.818668376,2.353600496,4.699149586,7.445518816,2.886161151,4.631571361,5.918816171,2.998560141,9.990564651,5.722060546,12.96398063,-0.092814339,2.814776156,9.479062436,4.374865791,6.046681971,5.126778331,0.830282716,7.133847136,8.267325586,1.090177506,0.789718396,-1.532129809,2.392762931,5.436064101,7.470402511,4.504230886,-3.902573129,0.720190561,2.921461146,-2.236548609,-0.747289209,6.708777776,3.129227396,6.272572196,5.779281156,2.636350961,2.388775281,-0.293901139,-2.146474174,6.449274101,6.133323016,1.855667456,2.499857286,-2.420744119,4.066577566,6.437320101,8.254753096,1.563612051,7.407795841,6.119296676,5.003289766,2.583149886,4.983170766,3.217479416,3.588846616,4.949214851,4.741967901,1.626694206,2.363059971,2.928070606,-0.288182404,2.666950271,-0.224286769,1.801031061,1.071034426
R_N_R_2,root,rhizotron,night,0.218904531,1.305449571,0.740046671,3.495106161,4.035403791,3.819003951,2.602934671,-1.429986619,10.99233916,5.259693266,7.738740026,1.907913711,4.858750046,9.025310591,2.855469051,4.629524671,4.623164391,2.503573936,10.0474676,6.504797356,14.5437724,0.487229576,2.731984061,9.141705076,4.735316131,5.877885721,4.057124276,0.257631221,6.570258596,9.203864986,0.782171966,0.430988281,-2.191342784,3.111257106,5.651785336,9.431550721,5.684672161,-3.877251884,0.509368521,2.491428766,-2.721494094,-1.190430304,7.178634266,2.463323041,6.156822641,5.033098186,1.987220601,2.260911631,-0.450666644,-2.604619784,5.422009141,7.713114791,1.650676341,2.266336586,-2.582937419,3.107185731,5.412434016,6.416280801,1.513229261,9.347694971,8.349725406,6.054583401,2.886745136,5.488407936,2.768099321,2.321222536,4.992203166,4.896330726,1.297994951,2.073830401,3.865509016,-0.167393714,1.983558881,-0.442584179,1.868117376,0.366540356
R_N_R_3,root,rhizotron,night,0.50454377,1.531372375,1.335725625,3.74883463,4.01308496,3.745151105,2.61129419,-1.15287699,13.58100016,5.66596658,9.94006913,1.54502311,5.049570875,10.87572721,3.252838495,4.280786805,5.364036615,2.44209048,10.65741954,5.632788905,17.1324334,0.01883795,2.91114505,9.45669588,4.31819188,5.208206405,3.964238265,0.229262035,5.66614888,7.98297358,0.814761615,0.11495949,-1.901900279,2.8297673,5.76602756,10.22382888,4.301994545,-3.462661919,1.14582941,2.300790465,-3.257119006,-0.61129306,6.435169225,2.962042245,6.156277285,5.451786655,1.674211815,2.240452405,-1.41497232,-3.087780053,5.026744415,10.30177579,1.72255012,2.24277674,-1.849203376,2.86649062,5.535049525,6.496041085,1.561759515,9.93536346,10.22726618,6.25928049,3.168706415,4.536359815,3.17269705,2.38120012,5.01806423,4.50223161,0.776091165,2.06285536,3.81063863,-0.206710825,1.87548203,-0.649457575,1.924073455,0.94620578
M_D_S_1,shoot,MS,day,2.386824974,1.706593849,1.354146974,1.736666254,3.995650249,2.463155209,5.915038724,-0.215235011,-2.869665101,1.421873304,1.256064874,3.459463044,3.220332029,2.652443824,2.034506014,4.770084779,-2.136214166,7.561545889,0.224667464,3.574818949,3.252889184,0.715818639,5.652666904,9.631027769,4.991624254,5.430126129,6.405490324,4.179170994,6.636229494,7.452524094,-0.500069621,2.008181334,5.306189364,3.569758899,0.165963119,7.510878679,-0.308238291,-1.449188881,0.634831444,1.759814384,7.521966649,1.597248324,9.255605369,-3.340176286,4.684895359,4.206812314,6.071340744,3.795713624,-1.115091071,0.509974344,4.342667109,6.285288349,0.614706494,3.031007899,-1.562932851,3.385168209,-0.762659251,4.969687874,1.586327019,3.416550164,-5.713655181,3.931057709,3.170923449,4.376884869,3.606902839,0.959546559,6.712780929,2.061888764,2.954023964,2.204995744,3.655926114,2.286996959,1.648819669,2.929828769,2.173030389,7.377727284
M_D_S_2,shoot,MS,day,2.560292963,1.192556118,2.211376318,1.844094583,4.697206238,2.044356248,4.378895948,-0.286893982,-3.42849353,1.369097523,1.004408813,2.767587793,5.035590533,2.239591013,2.886260123,4.405324323,-1.930150532,7.763514203,1.640842218,2.904774673,2.754353738,0.487728168,5.595662793,6.545303978,3.768288993,5.494629028,5.613796818,3.989860943,6.675229418,8.148686763,-0.449527817,1.445855928,6.396760563,4.073534388,0.792717743,6.672410418,-0.418686577,-1.178384197,1.367766018,2.298433503,10.63697075,2.319080763,12.37060947,-2.85334193,4.926557013,4.411703533,6.786551583,3.989407983,-1.323458662,1.052700158,3.698085168,7.132167218,1.022268848,3.042198583,-0.802578812,3.180674318,-0.162955747,5.074689528,1.567768953,4.407869688,-5.468913165,3.810175303,3.244049063,3.647700413,3.636318763,1.493335298,8.641992973,2.094558898,2.812683843,2.310768073,4.350648118,2.096196473,1.441431508,2.816439463,2.696569578,6.155092638
M_D_S_3,shoot,MS,day,2.798666075,1.598938395,1.764961295,1.92094581,4.54091642,2.353691535,4.589044555,-0.445446445,-3.445141685,1.44038844,1.151208445,3.045304845,3.953538805,3.19306278,2.370562845,3.667458765,-2.18311858,8.845926405,1.869033005,3.20068948,3.259330385,0.51827817,5.443998425,8.52641181,4.375355905,5.838141135,5.89585936,4.466617975,6.319653735,8.09911851,-0.584724715,1.91876955,5.534349525,3.18612288,0.832673075,7.666545345,-0.440205925,-1.704047435,1.47888062,2.302316355,8.91579786,1.85232537,10.64943658,-3.28455691,5.901490475,4.259446055,7.44234038,4.45583077,-0.965402635,1.175243855,4.24739412,6.98113687,0.96485551,2.733120435,-1.269464615,3.468947995,-0.498427275,5.549662455,1.60087447,2.82645054,-5.559268407,4.653868205,3.238572445,3.65082121,3.456004485,1.394836605,6.90873031,2.112455545,3.110197895,2.507622085,3.544611575,2.481703015,1.40580602,3.41115836,2.319053655,5.01378893
M_N_S_1,shoot,MS,night,0.720755883,2.878196513,1.821098328,0.110661768,5.055032663,1.868718428,4.368860768,1.103692653,0.018981403,5.532163958,1.446111728,2.380262798,3.718675178,-2.699653422,3.782554868,5.606053903,-2.543689632,8.189176073,-0.643293387,1.688752643,1.760083593,0.417232948,4.549687108,5.551215698,4.578003918,5.979101108,3.565638598,0.922039678,6.727733503,8.214075318,-0.457023587,1.389567583,4.486394103,2.174717243,0.359180448,5.883152673,0.410579138,-2.037143857,1.094863218,3.304328203,8.454807268,0.174136808,10.18844599,4.406636403,4.958592893,5.129211658,6.213879578,4.145869198,-1.422591147,0.722965853,3.288419203,5.527178708,1.035749538,2.833556378,-2.112961407,2.588635873,-1.360127477,4.824278333,2.278296053,1.168284508,-5.965621654,0.027685483,2.100752153,3.352312858,4.108581193,0.882526278,7.261972993,0.315584808,2.566865543,1.614409868,2.842783973,0.595132473,-0.110983167,5.500786018,3.346713718,6.847799093
M_N_S_2,shoot,MS,night,0.817785566,3.154693536,2.264073936,0.171252896,4.782653966,2.214584811,4.108978316,1.031511036,0.743758416,6.419822041,1.176685961,3.255261516,3.648328811,-2.674338174,3.641377076,5.500998791,-2.184765899,8.765126736,-0.093420859,2.082223711,1.434482356,0.627182031,5.347222456,8.183882401,4.548177406,5.489109066,4.240512901,1.293040336,6.051085581,8.001288991,-0.393693799,1.869124756,5.581078691,2.416303041,0.673340336,6.312663101,0.965876011,-2.093116429,0.917945706,3.733954561,8.214274726,0.313524501,9.947913446,3.593312621,4.331728261,4.563283306,7.416452886,4.066147271,-1.018176569,1.090052156,3.379137151,5.396740616,1.214498916,3.078078526,-2.115522169,2.695405231,-1.007056919,6.190813356,2.389022536,1.453524176,-5.490162062,0.667257896,2.308510116,4.180963291,4.578003856,1.657741836,7.378247491,0.669297431,3.150973041,1.684047936,3.399625411,0.607200766,0.519801041,7.271652381,3.516169791,6.121785811
M_N_S_3,shoot,MS,night,0.795842966,2.993145456,2.389100626,-0.194564364,5.156737896,2.007218631,4.540975911,1.006875476,-0.180961859,6.105492256,1.100380476,2.747756101,4.080602021,-2.664487469,3.263311961,4.918297896,-2.326780519,9.398596561,-0.399404734,1.508257661,1.660649941,0.512719576,3.810052716,5.626425561,4.095064306,5.549238676,4.511941251,1.133461041,6.850790826,7.405734896,-0.474822649,1.035844446,4.777667711,2.463336226,0.388829561,7.509444206,0.968087771,-2.221556294,1.059261601,3.610208796,9.285826656,0.218934156,11.01946538,4.163049286,4.236948896,3.977006361,7.717731556,3.635288131,-0.581835324,0.929324496,3.642373401,4.648433451,1.120748291,2.652713596,-1.963022749,3.920975356,-1.026944689,4.798577401,2.575491611,1.436719956,-5.780410689,0.781828461,2.556943566,3.316002291,4.352428006,1.539499091,8.273050051,0.376980586,2.957310571,1.208000726,3.117929276,0.295267626,0.146106756,5.317589521,3.854158061,6.494316176
